Condition	Species	riboCIRC_ID	Genome_assembly	Genome_pos	Strand	Spliced_length	Transcript	Symbol	Ensembl	Dataset_count	Evidences	Other_ids
Condition-independent	Human	hsa_circCYFIP2_001	hg38	chr5:157294782-157304366	+	588	NM_001291722	CYFIP2	ENSG00000055163	1	4: RPF,cORF,MS,m6A	circAtlas:hsa-CYFIP2_0003,circBank:hsa_circCYFIP2_009,circBase:hsa_circ_0074763,CIRCpedia:HSA_CIRCpedia_50926,circRNADb:hsa_circ_28227,CSCD:chr5:157294782-157304366,exoRBase:exo_circ_007325
Condition-independent	Human	hsa_circCYFIP2_002	hg38	chr5:157325481-157326267	+	254	NM_001291722	CYFIP2	ENSG00000055163	2	3: RPF,cORF,MS	circAtlas:hsa-CYFIP2_0033,circBank:hsa_circCYFIP2_027,circBase:hsa_circ_0074778,CIRCpedia:HSA_CIRCpedia_50931,circRNADb:hsa_circ_03035
Condition-independent	Human	hsa_circTENM2_001	hg38	chr5:167952587-167993182	+	474	NM_001122679	TENM2	ENSG00000145934	4	3: RPF,cORF,m6A	circAtlas:hsa-TENM2_0002,CIRCpedia:HSA_CIRCpedia_174037,CSCD:chr5:167952587-167993182
Condition-independent	Human	hsa_circRARS1_001	hg38	chr5:168488601-168494650	+	534	NM_002887	RARS1	ENSG00000113643	2	3: RPF,cORF,m6A	circAtlas:hsa-RARS_0012,circBank:hsa_circRARS_004,circBase:hsa_circ_0001550,CIRCpedia:HSA_CIRCpedia_51048,circRNADb:hsa_circ_21209,CSCD:chr5:168488601-168494650,exoRBase:exo_circ_000406
Condition-independent	Human	hsa_circRANBP17_001	hg38	chr5:170878096-170881896	+	238	NM_022897	RANBP17	ENSG00000204764	2	2: RPF,cORF	circAtlas:hsa-RANBP17_0011,circBank:hsa_circRANBP17_001,circBase:hsa_circ_0002257,CIRCpedia:HSA_CIRCpedia_51120,circRNADb:hsa_circ_27635,CSCD:chr5:170878096-170881896,exoRBase:exo_circ_019826
Condition-independent	Human	hsa_circNPM1_001	hg38	chr5:171392709-171392978	+	172	NM_001355010	NPM1	ENSG00000181163	5	3: RPF,cORF,m6A	circBank:hsa_circNPM1_019,circBase:hsa_circ_0075011,CIRCpedia:HSA_CIRCpedia_51153,CSCD:chr5:171392709-171392978
Condition-independent	Human	hsa_circFBXW11_001	hg38	chr5:171910571-171914405	-	289	NM_033644	FBXW11	ENSG00000072803	1	4: RPF,cORF,MS,m6A	circAtlas:hsa-FBXW11_0001,circBank:hsa_circFBXW11_005,circBase:hsa_circ_0004098,CIRCpedia:HSA_CIRCpedia_51166,circRNADb:hsa_circ_19500,CSCD:chr5:171910571-171914405,exoRBase:exo_circ_007106
Condition-independent	Human	hsa_circUIMC1_001	hg38	chr5:176943334-176958154	-	397	NM_001199298	UIMC1	ENSG00000087206	1	4: RPF,cORF,MS,m6A	circAtlas:hsa-UIMC1_0001,circBank:hsa_circUIMC1_012,circBase:hsa_circ_0001558,CIRCpedia:HSA_CIRCpedia_51249,circRNADb:hsa_circ_14064,CSCD:chr5:176943334-176958154,exoRBase:exo_circ_000336
Condition-independent	Human	hsa_circNSD1_001	hg38	chr5:177191883-177212195	+	2869	NM_022455	NSD1	ENSG00000165671	1	3: RPF,cORF,m6A	circAtlas:hsa-NSD1_0001,circBank:hsa_circNSD1_012,circBase:hsa_circ_0075158,CIRCpedia:HSA_CIRCpedia_51269,circRNADb:hsa_circ_04976,CSCD:chr5:177191883-177212195,exoRBase:exo_circ_041014
Condition-independent	Human	hsa_circNSD1_002	hg38	chr5:177244194-177246796	+	195	NM_022455	NSD1	ENSG00000165671	1	4: RPF,cORF,MS,m6A	circAtlas:hsa-NSD1_0051,circBank:hsa_circNSD1_024,circBase:hsa_circ_0005819,CIRCpedia:HSA_CIRCpedia_51275,circRNADb:hsa_circ_15058,CSCD:chr5:177244194-177246796,exoRBase:exo_circ_006821
Condition-independent	Human	hsa_circFAM193B_001	hg38	chr5:177536357-177539147	-	866	NM_001366498	FAM193B	ENSG00000146067	1	3: RPF,cORF,m6A	circAtlas:hsa-FAM193B_0003,circBank:hsa_circFAM193B_003,circBase:hsa_circ_0002972,CIRCpedia:HSA_CIRCpedia_51306,circRNADb:hsa_circ_08427,CSCD:chr5:177536357-177539147,exoRBase:exo_circ_011702
Condition-independent	Human	hsa_circRUFY1_001	hg38	chr5:179580946-179593645	+	523	NM_001040452	RUFY1	ENSG00000176783	1	2: RPF,cORF	circAtlas:hsa-RUFY1_0002,circBank:hsa_circRUFY1_010,circBase:hsa_circ_0128714,CIRCpedia:HSA_CIRCpedia_51356,circRNADb:hsa_circ_14634,CSCD:chr5:179580946-179593645,exoRBase:exo_circ_000979
Condition-independent	Human	hsa_circCANX_001	hg38	chr5:179719667-179719781	+	114	NM_001363995	CANX	ENSG00000127022	1	2: RPF,cORF	circBank:hsa_circCANX_026,circBase:hsa_circ_0075303,CIRCpedia:HSA_CIRCpedia_51396,circRNADb:hsa_circ_29464,CSCD:chr5:179719667-179719781
Condition-independent	Human	hsa_circCANX_002	hg38	chr5:179719667-179726759	+	814	NM_001363995	CANX	ENSG00000127022	1	3: RPF,cORF,m6A	CSCD:chr5:179719667-179726759
Condition-independent	Human	hsa_circMAPK9_001	hg38	chr5:180238331-180241155	-	261	NM_001364607	MAPK9	ENSG00000050748	2	2: RPF,cORF	circAtlas:hsa-MAPK9_0009,circBank:hsa_circMAPK9_012,circBase:hsa_circ_0075341,CIRCpedia:HSA_CIRCpedia_51429,circRNADb:hsa_circ_21560,CSCD:chr5:180238331-180241155,exoRBase:exo_circ_000709
Condition-independent	Human	hsa_circMAPK9_002	hg38	chr5:180261683-180280608	-	497	NM_001364607	MAPK9	ENSG00000050748	2	2: RPF,cORF	circAtlas:hsa-MAPK9_0004,circBank:hsa_circMAPK9_004,circBase:hsa_circ_0001566,CIRCpedia:HSA_CIRCpedia_51436,circRNADb:hsa_circ_26286,CSCD:chr5:180261683-180280608,exoRBase:exo_circ_012008
Condition-independent	Human	hsa_circCNOT6_001	hg38	chr5:180549930-180553471	+	273	NM_001370473	CNOT6	ENSG00000113300	1	3: RPF,cORF,m6A	circAtlas:hsa-CNOT6_0011,circBank:hsa_circCNOT6_008,circBase:hsa_circ_0008836,CIRCpedia:HSA_CIRCpedia_51456,circRNADb:hsa_circ_25034,CSCD:chr5:180549930-180553471,exoRBase:exo_circ_001360
Condition-independent	Human	hsa_circDUSP22_001	hg38	chr6:304627-311962	+	117	NM_020185	DUSP22	ENSG00000112679	1	4: RPF,cORF,MS,m6A	circAtlas:hsa-DUSP22_0001,circBank:hsa_circDUSP22_001,circBase:hsa_circ_0075410,CIRCpedia:HSA_CIRCpedia_54724,circRNADb:hsa_circ_32586,CSCD:chr6:304627-311962
Condition-independent	Human	hsa_circECI2_001	hg38	chr6:4125249-4127831	-	294	NM_001166010	ECI2	ENSG00000198721	2	2: RPF,cORF	circAtlas:hsa-ECI2_0002,CIRCpedia:HSA_CIRCpedia_99061
Condition-independent	Human	hsa_circCDYL_001	hg38	chr6:4891712-4892379	+	667	NM_001143971	CDYL	ENSG00000153046	13	3: RPF,cORF,m6A	circAtlas:hsa-CDYL_0005,circBank:hsa_circCDYL_005,circBase:hsa_circ_0008285,CIRCpedia:HSA_CIRCpedia_55226,circRNADb:hsa_circ_20406,CSCD:chr6:4891712-4892379,exoRBase:exo_circ_000008
Condition-independent	Human	hsa_circRREB1_001	hg38	chr6:7176654-7189322	+	709	NM_001168344	RREB1	ENSG00000124782	1	3: RPF,cORF,m6A	circAtlas:hsa-RREB1_0003,circBank:hsa_circRREB1_005,circBase:hsa_circ_0001573,CIRCpedia:HSA_CIRCpedia_55437,circRNADb:hsa_circ_27999,CSCD:chr6:7176654-7189322,exoRBase:exo_circ_000131
Condition-independent	Human	hsa_circRANBP9_001	hg38	chr6:13632369-13644729	-	1020	NM_005493	RANBP9	ENSG00000010017	1	3: RPF,cORF,m6A	circAtlas:hsa-RANBP9_0001,circBank:hsa_circRANBP9_026,circBase:hsa_circ_0001577,CIRCpedia:HSA_CIRCpedia_53636,circRNADb:hsa_circ_16615,CSCD:chr6:13632369-13644729,exoRBase:exo_circ_000078
Condition-independent	Human	hsa_circATXN1_001	hg38	chr6:16326393-16328470	-	2077	NM_001357857	ATXN1	ENSG00000124788	1	4: RPF,cORF,MS,m6A	circAtlas:hsa-ATXN1_0001,circBank:hsa_circATXN1_029,circBase:hsa_circ_0007132,CIRCpedia:HSA_CIRCpedia_54284,circRNADb:hsa_circ_13397,CSCD:chr6:16326393-16328470,exoRBase:exo_circ_000129
Condition-independent	Human	hsa_circNUP153_001	hg38	chr6:17665238-17669546	-	363	NM_001278210	NUP153	ENSG00000124789	2	3: RPF,cORF,m6A	circAtlas:hsa-NUP153_0004,circBank:hsa_circNUP153_020,circBase:hsa_circ_0007268,CIRCpedia:HSA_CIRCpedia_54490,circRNADb:hsa_circ_32170,CSCD:chr6:17665238-17669546,exoRBase:exo_circ_011872
Condition-independent	Human	hsa_circDEK_001	hg38	chr6:18236451-18258405	-	902	NM_003472	DEK	ENSG00000124795	1	3: RPF,cORF,m6A	circAtlas:hsa-DEK_0003,circBank:hsa_circDEK_005,circBase:hsa_circ_0075796,CIRCpedia:HSA_CIRCpedia_54558,circRNADb:hsa_circ_04136,CSCD:chr6:18236451-18258405,exoRBase:exo_circ_000130
Condition-independent	Human	hsa_circCASC15_001	hg38	chr6:22020338-22020542	+	204	NR_015410	CASC15	ENSG00000272168	1	2: RPF,cORF	Circ2Disease:hsa_circ_0075828,circAtlas:hsa-CASC15_0002,circBank:hsa_circLINC00340_027,circBase:hsa_circ_0075828,CIRCpedia:HSA_CIRCpedia_54610,circRNADb:hsa_circ_01881,CSCD:chr6:22020338-22020542,exoRBase:exo_circ_049790
Condition-independent	Human	hsa_circCARMIL1_001	hg38	chr6:25435482-25450711	+	365	NM_017640	CARMIL1	ENSG00000079691	1	2: RPF,cORF	circAtlas:hsa-LRRC16A_0020,CIRCpedia:HSA_CIRCpedia_54659,CSCD:chr6:25435482-25450711,TSCD:chr6:25435482-25450711
Condition-independent	Human	hsa_circBRD2_001	hg38	chr6:32975020-32975112	+	92	NM_001291986	BRD2	ENSG00000204256	1	3: RPF,cORF,MS	circBank:hsa_circ_chr6_00030,circBase:hsa_circ_0075956,CIRCpedia:HSA_CIRCpedia_54759
Condition-independent	Human	hsa_circSTK38_001	hg38	chr6:36496710-36499990	-	433	NM_001305102	STK38	ENSG00000112079	2	3: RPF,cORF,MS	circAtlas:hsa-STK38_0017,CIRCpedia:HSA_CIRCpedia_54877,CSCD:chr6:36496710-36499990,TSCD:chr6:36496710-36499990
Condition-independent	Human	hsa_circBTBD9_001	hg38	chr6:38577599-38598121	-	1181	NM_001099272	BTBD9	ENSG00000183826	1	3: RPF,cORF,m6A	circAtlas:hsa-BTBD9_0001,circBank:hsa_circBTBD9_008,circBase:hsa_circ_0076254,CIRCpedia:HSA_CIRCpedia_54917,circRNADb:hsa_circ_11542,CSCD:chr6:38577599-38598121,exoRBase:exo_circ_030586
Condition-independent	Human	hsa_circUBR2_001	hg38	chr6:42592150-42594304	+	193	NM_001184801	UBR2	ENSG00000024048	4	2: RPF,cORF	circAtlas:hsa-UBR2_0007,circBank:hsa_circUBR2_010,circBase:hsa_circ_0001603,CIRCpedia:HSA_CIRCpedia_54978,circRNADb:hsa_circ_27471,CSCD:chr6:42592150-42594304,exoRBase:exo_circ_000337
Condition-independent	Human	hsa_circMRPL2_001	hg38	chr6:43055544-43056445	-	440	NM_015950	MRPL2	ENSG00000112651	1	4: RPF,cORF,MS,m6A	circAtlas:hsa-MRPL2_0001,circBank:hsa_circMRPL2_005,circBase:hsa_circ_0001608,CIRCpedia:HSA_CIRCpedia_55053,circRNADb:hsa_circ_19775,CSCD:chr6:43055544-43056445,exoRBase:exo_circ_013491
Condition-independent	Human	hsa_circFBXO9_001	hg38	chr6:53071056-53076543	+	304	NM_033481	FBXO9	ENSG00000112146	1	5: RPF,cORF,MS,m6A,IRES	circAtlas:hsa-FBXO9_0002,circBank:hsa_circFBXO9_001,circBase:hsa_circ_0003700,CIRCpedia:HSA_CIRCpedia_55268,circRNADb:hsa_circ_15084,CSCD:chr6:53071056-53076543,exoRBase:exo_circ_002670
Condition-independent	Human	hsa_circBMP5_001	hg38	chr6:55774048-55774243	-	195	NM_001329756	BMP5	ENSG00000112175	1	2: RPF,cORF	CSCD:chr6:55774048-55774243
Condition-independent	Human	hsa_circDST_001	hg38	chr6:56552183-56614484	-	5421	NM_015548	DST	ENSG00000151914	1	3: RPF,cORF,m6A	circAtlas:hsa-DST_0017,CIRCpedia:HSA_CIRCpedia_360371,CSCD:chr6:56552183-56614484
Condition-independent	Human	hsa_circDST_002	hg38	chr6:56851396-56900621	-	409	NM_001144769	DST	ENSG00000151914	6	2: RPF,cORF	circAtlas:hsa-DST_0007,circBank:hsa_circ_chr6_00137,circBase:hsa_circ_0002132,CIRCpedia:HSA_CIRCpedia_55329,circRNADb:hsa_circ_13580
Condition-independent	Human	hsa_circGUSBP4_001	hg38	chr6:57924416-57926510	-	260	NR_132999	GUSBP4	ENSG00000239650	2	2: RPF,cORF	CIRCpedia:HSA_CIRCpedia_55362
Condition-independent	Human	hsa_circPHF3_001	hg38	chr6:63646526-63680161	+	431	NM_001290260	PHF3	ENSG00000118482	1	4: RPF,cORF,MS,m6A	circAtlas:hsa-PHF3_0011,circBank:hsa_circPHF3_002,circBase:hsa_circ_0006861,CIRCpedia:HSA_CIRCpedia_55377,circRNADb:hsa_circ_26787,CSCD:chr6:63646526-63680161,exoRBase:exo_circ_030587
Condition-independent	Human	hsa_circFAM135A_001	hg38	chr6:70418374-70538401	+	4479	NM_001351607	FAM135A	ENSG00000082269	11	4: RPF,cORF,m6A,IRES	circAtlas:hsa-FAM135A_0101
Condition-independent	Human	hsa_circRIMS1_001	hg38	chr6:72307257-72333835	+	516	NM_014989	RIMS1	ENSG00000079841	1	3: RPF,cORF,m6A	circAtlas:hsa-RIMS1_0022,circBank:hsa_circRIMS1_050,circBase:hsa_circ_0132250,CIRCpedia:HSA_CIRCpedia_99721,circRNADb:hsa_circ_14076,CSCD:chr6:72307257-72333835,exoRBase:exo_circ_002675
Condition-independent	Human	hsa_circME1_001	hg38	chr6:83398366-83407901	-	284	NM_002395	ME1	ENSG00000065833	2	2: RPF,cORF	circAtlas:hsa-ME1_0004,circBank:hsa_circME1_002,circBase:hsa_circ_0003267,CIRCpedia:HSA_CIRCpedia_55663,circRNADb:hsa_circ_30600,CSCD:chr6:83398366-83407901,exoRBase:exo_circ_007253
Condition-independent	Human	hsa_circZNF292_001	hg38	chr6:87215902-87218731	+	370	NM_001351444	ZNF292	ENSG00000188994	3	3: RPF,cORF,MS	circAtlas:hsa-ZNF292_0001,circBank:hsa_circZNF292_006,circBase:hsa_circ_0004058,CIRCpedia:HSA_CIRCpedia_55726,circRNADb:hsa_circ_24447,CSCD:chr6:87215902-87218731,exoRBase:exo_circ_000338
Condition-independent	Human	hsa_circMDN1_001	hg38	chr6:89751430-89762530	-	1083	NM_014611	MDN1	ENSG00000112159	1	3: RPF,cORF,m6A	circAtlas:hsa-MDN1_0028,circBank:hsa_circMDN1_035,circBase:hsa_circ_0003814,CIRCpedia:HSA_CIRCpedia_55816,circRNADb:hsa_circ_03500,CSCD:chr6:89751430-89762530,exoRBase:exo_circ_006990
Condition-independent	Human	hsa_circFBXL4_001	hg38	chr6:98875414-98934879	-	2010	NM_001278716	FBXL4	ENSG00000112234	1	4: RPF,cORF,MS,m6A	circAtlas:hsa-FBXL4_0020,circBank:hsa_circFBXL4_003,circBase:hsa_circ_0132762,CIRCpedia:HSA_CIRCpedia_55881,CSCD:chr6:98875414-98934879,exoRBase:exo_circ_010347
Condition-independent	Human	hsa_circTSTD3_001	hg38	chr6:99531631-99533183	+	1552	NM_001195131	TSTD3	ENSG00000228439	1	4: RPF,cORF,m6A,IRES	circBank:hsa_circLOC100130890_004,circBase:hsa_circ_0077433
Condition-independent	Human	hsa_circGRIK2_001	hg38	chr6:101621948-101626637	+	426	NM_021956	GRIK2	ENSG00000164418	1	3: RPF,cORF,MS	circAtlas:hsa-GRIK2_0007,circBank:hsa_circGRIK2_007,circBase:hsa_circ_0004139,CIRCpedia:HSA_CIRCpedia_53151,circRNADb:hsa_circ_20014,CSCD:chr6:101621948-101626637
Condition-independent	Human	hsa_circHACE1_001	hg38	chr6:104833041-104843298	-	208	NR_146791	HACE1	ENSG00000085382	2	2: RPF,cORF	circAtlas:hsa-HACE1_0028,circBank:hsa_circHACE1_015,circBase:hsa_circ_0077519,CIRCpedia:HSA_CIRCpedia_53178,circRNADb:hsa_circ_19286,exoRBase:exo_circ_001446
Condition-independent	Human	hsa_circSOBP_001	hg38	chr6:107503656-107506427	+	325	NM_018013	SOBP	ENSG00000112320	1	3: RPF,cORF,m6A	Circ2Disease:hsa_circRNA_104169,circAtlas:hsa-SOBP_0001,circBank:hsa_circSOBP_002,circBase:hsa_circ_0001633,CIRCpedia:HSA_CIRCpedia_53221,circRNADb:hsa_circ_09821,CSCD:chr6:107503656-107506427,exoRBase:exo_circ_007880
Condition-independent	Human	hsa_circSOBP_002	hg38	chr6:107503656-107533610	+	477	NM_018013	SOBP	ENSG00000112320	1	3: RPF,cORF,m6A	circAtlas:hsa-SOBP_0002,circBank:hsa_circSOBP_004,circBase:hsa_circ_0130190,CIRCpedia:HSA_CIRCpedia_53222,circRNADb:hsa_circ_25449,CSCD:chr6:107503656-107533610,exoRBase:exo_circ_022071
Condition-independent	Human	hsa_circSEC63_001	hg38	chr6:107921796-107929514	-	328	NM_007214	SEC63	ENSG00000025796	1	3: RPF,cORF,m6A	circAtlas:hsa-SEC63_0001,circBank:hsa_circSEC63_001,circBase:hsa_circ_0001635,CIRCpedia:HSA_CIRCpedia_53233,circRNADb:hsa_circ_23879,CSCD:chr6:107921796-107929514,exoRBase:exo_circ_000902
Condition-independent	Human	hsa_circAMD1_001	hg38	chr6:110887504-110890356	+	317	NM_001287215	AMD1	ENSG00000123505	1	3: RPF,cORF,MS	circAtlas:hsa-AMD1_0001,circBank:hsa_circAMD1_005,circBase:hsa_circ_0005954,CIRCpedia:HSA_CIRCpedia_53313,circRNADb:hsa_circ_11538,CSCD:chr6:110887504-110890356,exoRBase:exo_circ_001341
Condition-independent	Human	hsa_circMAN1A1_001	hg38	chr6:119290682-119306992	-	294	NM_005907	MAN1A1	ENSG00000111885	2	4: RPF,cORF,MS,m6A	circAtlas:hsa-MAN1A1_0005,CIRCpedia:HSA_CIRCpedia_53420,CSCD:chr6:119290682-119306992
Condition-independent	Human	hsa_circPEX3_001	hg38	chr6:143470960-143474856	+	487	NM_003630	PEX3	ENSG00000034693	1	3: RPF,cORF,MS	circAtlas:hsa-PEX3_0004,circBank:hsa_circPEX3_004,circBase:hsa_circ_0130887,CIRCpedia:HSA_CIRCpedia_53749,circRNADb:hsa_circ_13956,CSCD:chr6:143470960-143474856,exoRBase:exo_circ_024267
Condition-independent	Human	hsa_circUTRN_001	hg38	chr6:144537581-144539443	+	286	NM_007124	UTRN	ENSG00000152818	1	2: RPF,cORF	circAtlas:hsa-UTRN_0042,circBank:hsa_circUTRN_064,circBase:hsa_circ_0001647,CIRCpedia:HSA_CIRCpedia_53786,circRNADb:hsa_circ_25179,CSCD:chr6:144537581-144539443,exoRBase:exo_circ_000128
Condition-independent	Human	hsa_circFBXO30_001	hg38	chr6:145804371-145806421	-	2050	NM_001348092	FBXO30	ENSG00000118496	1	4: RPF,cORF,MS,m6A	circAtlas:hsa-FBXO30_0001,circBank:hsa_circFBXO30_002,circBase:hsa_circ_0130931,CIRCpedia:HSA_CIRCpedia_53811,circRNADb:hsa_circ_04205,exoRBase:exo_circ_008381
Condition-independent	Human	hsa_circSTXBP5_001	hg38	chr6:147205970-147239270	+	281	NM_139244	STXBP5	ENSG00000164506	1	2: RPF,cORF	circAtlas:hsa-STXBP5_0036,circBank:hsa_circSTXBP5_002,circBase:hsa_circ_0078150,CIRCpedia:HSA_CIRCpedia_53818,circRNADb:hsa_circ_28515,CSCD:chr6:147205970-147239270,exoRBase:exo_circ_006330
Condition-independent	Human	hsa_circPCMT1_001	hg38	chr6:149771161-149773169	+	137	NM_001252050	PCMT1	ENSG00000120265	2	2: RPF,cORF	circAtlas:hsa-PCMT1_0004,circBank:hsa_circPCMT1_006,circBase:hsa_circ_0006936,CIRCpedia:HSA_CIRCpedia_53893,circRNADb:hsa_circ_28105,CSCD:chr6:149771161-149773169
Condition-independent	Human	hsa_circARID1B_001	hg38	chr6:157196164-157198907	+	248	NM_017519	ARID1B	ENSG00000049618	1	4: RPF,cORF,MS,m6A	circAtlas:hsa-ARID1B_0028,CIRCpedia:HSA_CIRCpedia_164335
Condition-independent	Human	hsa_circSNX9_001	hg38	chr6:157867546-157873176	+	162	NM_016224	SNX9	ENSG00000130340	1	3: RPF,cORF,MS	CIRCpedia:HSA_CIRCpedia_176050,CSCD:chr6:157867546-157873176
Condition-independent	Human	hsa_circTMEM181_001	hg38	chr6:158573419-158589782	+	484	NM_020823	TMEM181	ENSG00000146433	1	3: RPF,cORF,MS	circAtlas:hsa-TMEM181_0003,circBank:hsa_circTMEM181_013,circBase:hsa_circ_0004587,CIRCpedia:HSA_CIRCpedia_54172,circRNADb:hsa_circ_30149,CSCD:chr6:158573419-158589782,exoRBase:exo_circ_006193
Condition-independent	Human	hsa_circTMEM181_002	hg38	chr6:158580939-158589782	+	380	NM_020823	TMEM181	ENSG00000146433	1	2: RPF,cORF	circAtlas:hsa-TMEM181_0002,circBank:hsa_circTMEM181_022,circBase:hsa_circ_0001661,CIRCpedia:HSA_CIRCpedia_54181,circRNADb:hsa_circ_29918,CSCD:chr6:158580939-158589782,exoRBase:exo_circ_001257
Condition-independent	Human	hsa_circMAP3K4_001	hg38	chr6:161034258-161049979	+	1555	NM_001301072	MAP3K4	ENSG00000085511	3	3: RPF,cORF,m6A	circAtlas:hsa-MAP3K4_0002,circBank:hsa_circMAP3K4_004,circBase:hsa_circ_0078617,CIRCpedia:HSA_CIRCpedia_54260,circRNADb:hsa_circ_22941,CSCD:chr6:161034258-161049979,exoRBase:exo_circ_014504
Condition-independent	Human	hsa_circMAP3K4_002	hg38	chr6:161048615-161049979	+	1364	NM_001301072	MAP3K4	ENSG00000085511	1	3: RPF,cORF,m6A	circAtlas:hsa-MAP3K4_0001,circBank:hsa_circMAP3K4_006,circBase:hsa_circ_0078619,CIRCpedia:HSA_CIRCpedia_54261,circRNADb:hsa_circ_02982,CSCD:chr6:161048615-161049979,exoRBase:exo_circ_007501
Condition-independent	Human	hsa_circQKI_001	hg38	chr6:163455278-163455421	+	143	NM_001301085	QKI	ENSG00000112531	1	3: RPF,cORF,m6A	circAtlas:hsa-QKI_0003,circBank:hsa_circQKI_003,circBase:hsa_circ_0078628,CIRCpedia:HSA_CIRCpedia_54285,CSCD:chr6:163455278-163455421,exoRBase:exo_circ_016330
Condition-independent	Human	hsa_circAFDN_001	hg38	chr6:167864550-167902386	+	645	NM_001040000	AFDN	ENSG00000130396	1	2: RPF,cORF	circAtlas:hsa-MLLT4_0012,circBank:hsa_circMLLT4_007,circBase:hsa_circ_0131316,CIRCpedia:HSA_CIRCpedia_54348,CSCD:chr6:167864550-167902386,TSCD:chr6:167864550-167902386
Condition-independent	Human	hsa_circAFDN_002	hg38	chr6:167870382-167880517	+	599	NM_001291964	AFDN	ENSG00000130396	1	3: RPF,cORF,m6A	circAtlas:hsa-MLLT4_0023,circBank:hsa_circMLLT4_009,circBase:hsa_circ_0131318,CIRCpedia:HSA_CIRCpedia_54351,CSCD:chr6:167870382-167880517,exoRBase:exo_circ_019252,TSCD:chr6:167870382-167880517
Condition-independent	Human	hsa_circAFDN_003	hg38	chr6:167870382-167902386	+	753	NM_001291964	AFDN	ENSG00000130396	1	2: RPF,cORF	circAtlas:hsa-MLLT4_0011,circBank:hsa_circMLLT4_014,circBase:hsa_circ_0131323,CIRCpedia:HSA_CIRCpedia_54354,CSCD:chr6:167870382-167902386
Condition-independent	Human	hsa_circWDR27_001	hg38	chr6:169572418-169582934	-	221	NM_182552	WDR27	ENSG00000184465	6	3: RPF,cORF,IRES	circBank:hsa_circWDR27_040,circBase:hsa_circ_0078720
Condition-independent	Human	hsa_circWDR27_002	hg38	chr6:169572418-169602321	-	324	NM_182552	WDR27	ENSG00000184465	44	3: RPF,cORF,IRES	circAtlas:hsa-WDR27_0045,CSCD:chr6:169572418-169602321
Condition-independent	Human	hsa_circWDR27_003	hg38	chr6:169572418-169638660	-	898	NM_182552	WDR27	ENSG00000184465	2	5: RPF,cORF,MS,m6A,IRES	CSCD:chr6:169572418-169638660
Condition-independent	Human	hsa_circWDR27_004	hg38	chr6:169572418-169652008	-	1243	NM_182552	WDR27	ENSG00000184465	6	5: RPF,cORF,MS,m6A,IRES	circAtlas:hsa-WDR27_0033,CSCD:chr6:169572418-169652008
Condition-independent	Human	hsa_circWDR27_005	hg38	chr6:169572418-169665556	-	1933	NM_182552	WDR27	ENSG00000184465	1	4: RPF,cORF,m6A,IRES	CSCD:chr6:169572418-169665556
Condition-independent	Human	hsa_circFAM120B_001	hg38	chr6:170317369-170323259	+	1936	NM_032448	FAM120B	ENSG00000112584	1	3: RPF,cORF,m6A	circAtlas:hsa-FAM120B_0007,circBank:hsa_circFAM120B_003,circBase:hsa_circ_0078768,CIRCpedia:HSA_CIRCpedia_54432,circRNADb:hsa_circ_01286,CSCD:chr6:170317369-170323259,exoRBase:exo_circ_006636
Condition-independent	Human	hsa_circPRKAR1B_001	hg38	chr7:596145-596304	-	159	NM_001164759	PRKAR1B	ENSG00000188191	1	3: RPF,cORF,m6A	circBank:hsa_circPRKAR1B_015,circBase:hsa_circ_0079043,CIRCpedia:HSA_CIRCpedia_58434,CSCD:chr7:596145-596304
Condition-independent	Human	hsa_circADAP1_001	hg38	chr7:919967-935505	-	306	NM_001284309	ADAP1	ENSG00000105963	1	3: RPF,cORF,m6A	circAtlas:hsa-COX19_0004,circBank:hsa_circADAP1_002,circBase:hsa_circ_0135173,CIRCpedia:HSA_CIRCpedia_59380,circRNADb:hsa_circ_02179,CSCD:chr7:919967-935505,exoRBase:exo_circ_031861
Condition-independent	Human	hsa_circDGKB_001	hg38	chr7:14338514-14345391	-	287	NM_145695	DGKB	ENSG00000136267	1	2: RPF,cORF	circAtlas:hsa-DGKB_0002,circBank:hsa_circDGKB_022,circBase:hsa_circ_0133606,CIRCpedia:HSA_CIRCpedia_144981
Condition-independent	Human	hsa_circCRPPA_001	hg38	chr7:16258389-16308627	-	435	NM_001101417	CRPPA	ENSG00000214960	1	2: RPF,cORF	circAtlas:hsa-ISPD_0005,circBank:hsa_circISPD_008,circBase:hsa_circ_0079481,CIRCpedia:HSA_CIRCpedia_57499,CSCD:chr7:16258389-16308627,exoRBase:exo_circ_007508
Condition-independent	Human	hsa_circCRPPA_002	hg38	chr7:16376091-16406337	-	427	NM_001368197	CRPPA	ENSG00000214960	1	2: RPF,cORF	circAtlas:hsa-ISPD_0001,circBank:hsa_circISPD_002,circBase:hsa_circ_0002228,CIRCpedia:HSA_CIRCpedia_57505,circRNADb:hsa_circ_23609,CSCD:chr7:16376091-16406337,exoRBase:exo_circ_000743
Condition-independent	Human	hsa_circAHR_001	hg38	chr7:17309935-17335786	+	1095	NM_001621	AHR	ENSG00000106546	2	3: RPF,cORF,m6A	circAtlas:hsa-AHR_0003,circBank:hsa_circAHR_001,circBase:hsa_circ_0133876,CIRCpedia:HSA_CIRCpedia_68240,CSCD:chr7:17309935-17335786,exoRBase:exo_circ_041584
